Date,Open,High,Low,Close,Adj Close,Volume
2023-11-08,2332.000000,2341.000000,2321.750000,2335.899902,2335.899902,3942247
2023-11-09,2335.850098,2335.899902,2304.199951,2310.550049,2310.550049,7256805
2023-11-10,2305.550049,2316.350098,2298.050049,2314.899902,2314.899902,3867477
2023-11-13,2322.899902,2324.600098,2311.699951,2314.600098,2314.600098,1927405
2023-11-15,2340.000000,2361.949951,2327.000000,2356.449951,2356.449951,6110324
2023-11-16,2351.100098,2374.149902,2346.949951,2360.699951,2360.699951,6567455
2023-11-17,2352.899902,2373.250000,2352.050049,2355.550049,2355.550049,3879317
2023-11-20,2348.550049,2358.399902,2336.399902,2349.350098,2349.350098,2245093
2023-11-21,2366.000000,2388.000000,2360.199951,2378.899902,2378.899902,4107225
2023-11-22,2375.000000,2394.449951,2372.199951,2388.199951,2388.199951,4267407
2023-11-23,2388.199951,2400.000000,2388.199951,2395.500000,2395.500000,4265771
2023-11-24,2391.600098,2402.600098,2391.050049,2393.899902,2393.899902,3374743
2023-11-28,2393.899902,2399.699951,2375.250000,2394.399902,2394.399902,6896087
2023-11-29,2408.000000,2411.949951,2398.050049,2400.699951,2400.699951,6265653
2023-11-30,2394.699951,2400.699951,2369.899902,2377.449951,2377.449951,14219992
2023-12-01,2378.000000,2396.399902,2377.600098,2394.300049,2394.300049,7171421
2023-12-04,2450.000000,2450.000000,2398.600098,2420.199951,2420.199951,7795495
2023-12-05,2439.000000,2440.850098,2421.649902,2437.750000,2437.750000,6346812
2023-12-06,2447.100098,2472.949951,2435.000000,2461.100098,2461.100098,8211221
2023-12-07,2460.000000,2460.949951,2442.000000,2457.050049,2457.050049,4071048
2023-12-08,2463.850098,2476.699951,2445.000000,2455.750000,2455.750000,5102447
2023-12-11,2456.000000,2467.600098,2452.399902,2459.350098,2459.350098,3533069
2023-12-12,2460.000000,2464.949951,2420.149902,2424.050049,2424.050049,4598562
2023-12-13,2422.000000,2438.350098,2406.300049,2433.949951,2433.949951,5015591
2023-12-14,2454.000000,2474.949951,2442.649902,2464.149902,2464.149902,8486177
2023-12-15,2478.000000,2500.000000,2470.050049,2495.600098,2495.600098,7966076
2023-12-18,2495.600098,2534.899902,2490.949951,2521.000000,2521.000000,7082594
2023-12-19,2555.000000,2573.899902,2525.199951,2558.100098,2558.100098,8410302
2023-12-20,2571.050049,2598.850098,2520.000000,2527.149902,2527.149902,8868361
2023-12-21,2527.000000,2573.500000,2518.250000,2562.550049,2562.550049,6882727
2023-12-22,2559.600098,2580.899902,2547.649902,2565.050049,2565.050049,8270892
2023-12-26,2568.000000,2591.949951,2562.699951,2578.050049,2578.050049,3732832
2023-12-27,2582.000000,2599.899902,2573.100098,2586.850098,2586.850098,4602078
2023-12-28,2589.800049,2612.000000,2586.850098,2605.550049,2605.550049,6151318
2023-12-29,2611.100098,2614.000000,2579.300049,2584.949951,2584.949951,5432292
2024-01-01,2580.550049,2606.850098,2573.149902,2590.250000,2590.250000,2015270
2024-01-02,2585.000000,2615.000000,2573.000000,2611.699951,2611.699951,3724400
2024-01-03,2610.000000,2634.000000,2577.199951,2583.300049,2583.300049,4518768
2024-01-04,2588.000000,2609.850098,2579.100098,2596.649902,2596.649902,4806389
2024-01-05,2602.899902,2619.850098,2598.000000,2607.699951,2607.699951,4043203
2024-01-08,2610.000000,2631.949951,2568.949951,2587.350098,2587.350098,3867326
2024-01-09,2600.000000,2606.800049,2577.199951,2580.500000,2580.500000,2701537
2024-01-10,2577.000000,2659.000000,2575.050049,2650.100098,2650.100098,5551370
